,abstract,applicant,assignee,date_filed,date_issued,inventor,p_num,title,type,url
1486,"A messaging system that organizes and presents messages to users of the messaging system. The messaging system includes a mailbox module that receives messages and generates conversation threads from the messages. Messages received from different electronic message channels may be aggregated into a common conversation thread. The conversation threads are also organized in a message interface and then presented to a user of the messaging system. The messaging system may include a social networking system that stores social information about users, which can be used to organize the conversation threads. Other features include a multi mode message interface, and a method for adding contextual information to messages.",,"FACEBOOK, INC.","October 28, 2011","December 22, 2015","Drew W. Hamlin, Daniel Hsiao, Mark E. Zuckerberg, Andrew G. Bosworth, Joel Benjamin Seligstein, Ross David Bayer",20120124147,Organizing messages into conversation threads,Grant,https://patents.justia.com/patent/9219704
1487,"A configuration tool is used to configure new server racks and computing assets in a data center. When new server racks are placed in a data center, the configuration tool scans the racks to identify any unconfigured server racks and then determines their virtual locations. The tool queries a mapping between the physical and virtual rack locations in the data center to determine the physical location for each rack based on its virtual location. Using the acquired physical and virtual locations for each unconfigured rack, the configuration tool can configure the unconfigured racks. For example, the configuration tool may identify the assets contained in the rack and associate the rack's physical location with those assets. In addition, the configuration tool can determine the rack's VLAN and use that information to configure the TOR switch associated with the rack.",,"FACEBOOK, INC.","June 13, 2014","December 22, 2015",Aleksandr Renzin,20140304336,Automated configuration of new racks and other computing assets in a data center,Grant,https://patents.justia.com/patent/9219644
1488,"In one embodiment, a content item and a feedback user-interface (UI) element associated with the content item may be displayed on a user device. The feedback UI element enables a user to provide feedback with respect to the content item. In response to a user interaction with the feedback UI element, an animation sequence featuring the feedback UI element is displayed on the user device.",,"FACEBOOK, INC.","November 14, 2012","December 22, 2015","Michael Matas, William Joseph Flynn, III, Brandon Marshall Walkin",20140137010,Animation sequence associated with feedback user-interface element,Grant,https://patents.justia.com/patent/9218188
1489,"A social networking system manages the accessibility of content items provided by users and directed to various audiences in the social networking system. An author provides the social networking system with a content item, a content item tag indicating an association between the content item and a tagged user, and a definition of a first audience who may view the content item. The social networking system then allows the tagged user to provide a definition of a second audience who may view the content item, where the second audience may contains users who are not in the first audience defined by the original author. The social networking system then determines whether a viewing user may view the posted content item (and tag) based on whether the viewing user is in at least one of the first audience and the second audience.",,"FACEBOOK, INC.","May 22, 2014","December 15, 2015","Aaron Sittig, Samuel Lessin",20140258410,Audience management in a social networking system,Grant,https://patents.justia.com/patent/9215289
1490,"A Next Generation Data Network is described. It leverages the “cloud” for data management, low frequency data computation and analytics. The wireless network is a single frequency network that permits limited non-line of sight operation. The wireless network using packet switched beams, the beams are formed and switched electronically. It utilizes advanced signal processing to compensate for low transmit signal power and multipath reflections that can be frequency or flat fades.",,"FACEBOOK, INC.","March 16, 2014","December 15, 2015",Sanjai Kohli,20140286156,Distribution node and client node for next generation data network,Grant,https://patents.justia.com/patent/9215644
1491,"Methods and systems directed to a web browser application that efficiently manages tab creation and switching. The application creates a new browser tab for each top-level domain visited, and stores the data structure for the tab, including forward and backward history, in a table. The application also creates a new browser tab in response to a separate application invoking a web browser, or in response to an explicit command by a user to create a browser tab. Thus, a user may efficiently switch between multiple browser tabs without having to expend time and energy in managing, opening, or closing browser tabs.",,FACEBOOK. INC.,"September 1, 2011","December 15, 2015",Erick Tseng,20130061160,Domain-specific browser tab creation and management,Grant,https://patents.justia.com/patent/9213775
1492,"In one embodiment, a computing device identifies a portion of a display object to pre-generate. The device may monitor a thread to identify the next upcoming window of idle time (i.e., the next opportunity when the thread will be idle for a minimum period of time). The device may add one or more selected pre-generation tasks to a message queue for execution by the thread during the window. The device may execute the one or more selected pre-generation tasks in the message queue by pre-generating at least one selected element of a display object with content for a portion of the content layout, and then return the display object.",,"FACEBOOK, INC.","April 11, 2013","December 8, 2015",Jonathan M. Kaldor,20140310713,Identifying a next window of idle time to perform pre-generation tasks of content portions outside of the displayable region stored in a message queue,Grant,https://patents.justia.com/patent/9207986
1493,Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,,"FACEBOOK, INC.","October 7, 2014","December 8, 2015","Jennifer Granito, Alexander Franco",20150024778,Commenting on location information for mobile devices,Grant,https://patents.justia.com/patent/9210546
1494,Processing a request is disclosed. A request associated with a first identifier is received. A selected request handler is selected among a first plurality of request handlers to process the request. The selection of the selected request handler is based at least in part on the first identifier. The request is processed using a second identifier included in the request. Processing the request includes using a local version of a data associated with the second identifier and stored in a storage managed by the selected request handler. The local version of the data has been updated using a centralized version of the data. The centralized version of the data has been determined using processing performed by a second plurality of request handlers. The selected request handler is included in the second plurality of request handlers.,,"FACEBOOK, INC.","August 24, 2012","December 8, 2015","Ralf Herbrich, Iouri Y. Putivsky, Antoine Joseph Atallah",20140059163,Distributed request processing,Grant,https://patents.justia.com/patent/9208189
1495,"In one embodiment, a system includes a database operative to maintain a social graph; and a cache layer comprising a plurality of data shards, the data shards being divided among a plurality of cache nodes of a cache layer, wherein each data shard is operative to: maintain at least a portion of the social graph; receive a request to store associations between a first graph node and a second graph node of the social graph, wherein the first and second graph nodes are identified by a first and second unique identifier, respectively, the first and second graph nodes each corresponding to a particular data shard of the plurality of data shards; and update, responsive to the request, the data shard corresponding to the first graph node and the data shard corresponding to the second graph node.",,"FACEBOOK, INC.","December 19, 2014","December 8, 2015","Venkateshwaran Venkataramani, George Cabrera, III, Venkatasiva Prasad Chakkabala, Mark Marchukov",20150106359,Distributed cache for graph data,Grant,https://patents.justia.com/patent/9208207
1496,"Systems and methods for automatically locating web-based social network members are provided. According to one embodiment, contact content including an associated GPS identifier and status for web-based social network members located at or near the same location automatically appears on a GPS-enabled device. A further exemplary system includes a GPS-enabled device configured to receive a GPS identifier and a status representing a location and a current state for a web-based social network member, a processing module that associates the received GPS-identifier and the received status, and a communications module that sends the associated GPS-identifier and status to a server comprising a web-based social network database. Contact content in a web-based social network database record in the web-based social network database is updated to include the associated GPS identifier and status for the web-based social network member.",,"FACEBOOK, INC.","March 20, 2014","December 8, 2015","Jed Stremel, Thyagarajapuram S. Ramakrishnan, Mark Slee",20140207886,Automatically providing a communication based on location information for a user of a social networking system,Grant,https://patents.justia.com/patent/9210118
1497,"Particular embodiments detect events associated with information about activities that a user has engaged in. The activities may be associated with a location or location-agnostic. Based on the received information, the social-networking system sends the user a request for follow-up information after an appropriate time delay. The time delay may vary based on the user activity and the context of the event that triggered the request. After the follow-up information is received, such information is stored in the social-networking system and may be used to determine recommendations, sponsored stories, advertisements, etc. to send to friends of the user. The information may also be used for ranking or filtering recommendations.",,"FACEBOOK, INC.","December 11, 2012","December 8, 2015","Joshua Williams, Daniel Jeng-Ping Hui, Mao Xue, Jason Brewer, Justin Moore, Keegan Jones",20140164511,Eliciting event-driven feedback in a social network,Grant,https://patents.justia.com/patent/9210228
1498,None,,"FACEBOOK, INC.","September 21, 2011","January 12, 2016","Samuel Lessin, Stefan Parker, Nicholas Felton, Mark E. Zuckerberg","Facebook, Inc.",Display panel of a programmed computer system with a graphical user interface,Grant,https://patents.justia.com/patent/D747329
1499,None,,"FACEBOOK, INC.","December 9, 2014","January 26, 2016","Caitlin E. Kalinowski, Remy Labesque","Facebook, Inc.",Beacon device,Grant,https://patents.justia.com/patent/D747992
1500,"A social graph, which records the actions of users in a social networking system platform, may be modeled at least in part as a collection of claims that may be exported to other systems, such as third party publishers, based on permissions granted by users and entities. The social networking system may also act as a publisher, enabling web applications and mobile applications to publish claims to a variety of audiences based on the permissions granted by users and entities, or agents of the social networking system. Permissions may be granted based on agreed-upon terms of service between agents, agents and publishers, agents and the social networking system platform, and publishers and the social networking system.",,"FACEBOOK, INC.","October 5, 2012","December 1, 2015",Samuel Lessin,20140101242,Export permissions in a claims-based social networking system,Grant,https://patents.justia.com/patent/9201836
1501,"In particular embodiments, a social networking system identifies a user viewing video content on a first display device, identifies the video content being viewed on the first display device by the user, and determines a second display device associated with the identified user. The social networking system sends one or more instructions to the determined second display device to display one or more chat messages associated with the identified video content.",,"FACEBOOK, INC.","November 29, 2012","December 1, 2015","Ime Archibong, Gregory Joseph Badros, Colin Cameron Brennan Campbell, David Harry Garcia, Mark Heynen, Brian Krausz, Cameron Alexander Marlow, Erick Tseng, Yong Kean Wong",20140067969,Sharing television and video programming through social networking,Grant,https://patents.justia.com/patent/9201904
1502,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.",,"FACEBOOK, INC.","September 14, 2012","December 1, 2015","Barry Appelman, Muhammad Mohsin Hussain",20130097256,Systems and methods for reconfiguring electronic messages,Grant,https://patents.justia.com/patent/9203794
1503,"Providing location information to a supervisory user includes providing a parental control, using a computer automatically to determine a location of a subordinate user, and storing location information indicative of the location of the subordinate user in a database. A request of the supervisory user to locate the subordinate user is received and a user interface informs the supervisory user of the location of the subordinate user based on the stored location information. At least one of the storing and/or the informing are based on the parental control.",,"FACEBOOK, INC.","September 15, 2012","December 1, 2015","Barry Appelman, Andrew Ivar Erickson, Larry L. Lu, Robert Eugene Weltman",20130073966,Dynamic online and geographic location of a user,Grant,https://patents.justia.com/patent/9203647
1504,"Disclosed is a method and system for detecting errors in source code of an application without executing the source code. Embodiments of the disclosed technique include detecting an error generating change at a specific location in source code of an application without executing the source code. The detection includes detecting an error in the changed portion of the source code as well dependencies of the changed portion of the source code. After the error detection, an error message containing information of the error is generated and stored in a storage unit. The information on the error includes (a) an indication of the change in source code, (b) the specific location, or (c) reason for the error. The types of error detected can include (i) a data type mismatch error, (ii) a syntax error, and (iii) other errors such as uninitialized variable access, null value or pointer dereference.",,"FACEBOOK, INC.","November 7, 2012","December 1, 2015","Alok Menghrajani, Julien Verlaguet",20140130016,Offline type checking in programming languages,Grant,https://patents.justia.com/patent/9201757
1505,"In one embodiments, one or more first computing devices receive updated values for user data associated with a plurality of users; and for each of the user data for which an updated value has been received, determine one or more second systems that each have subscribed to be notified when the value of the user datum is updated and each have a pre-established relationship with the user associated with the user datum; and push notifications to the second systems indicating that the value of the user datum has been updated without providing the updated value for the user datum to the second systems.",,"FACEBOOK, INC.","July 11, 2014","December 1, 2015","Wei Zhu, Ray C. He, Luke Jonathan Shepard","Facebook, Inc.",Push-based cache invalidation notification,Grant,https://patents.justia.com/patent/9203919
1506,Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,,"FACEBOOK, INC.","October 9, 2014","December 1, 2015","Jennifer Granito, Alexander Franco",20150024785,Providing a log of location information for a mobile device,Grant,https://patents.justia.com/patent/9204255
1507,"In one embodiment, a method includes configuring a first router of a second entity to link the first router to a communication network of the second entity. The configuration of the first router establishes router-configuration data for the communication network on a computer system of a first entity. The method also includes configuring a second router of the second entity to link the second router to the communication network using at least some of the router-configuration data for the communication network established on the computer system of the first entity.",,"FACEBOOK, INC.","May 31, 2013","December 1, 2015","Michael John McKenzie Toksvig, Charles J. Hughes, Erick Tseng",20140359090,Wi-Fi administration console,Grant,https://patents.justia.com/patent/9203696
1508,"A method for code analysis comprising steps of inputting program code to an analyzer, assigning an objective quality measure to components of the analyzed code; and displaying graphically the objective quality measures.",,"FACEBOOK, INC.","February 18, 2014","December 1, 2015","Cristiano Calcagno, Dino S. Distefano",20140165045,System and method for display of software quality,Grant,https://patents.justia.com/patent/9201758
1509,A communications system including one or more alert gates and an alert controller. Each alert gate is configured to detect a different type of alert feed corresponding to a particular kind of alert. The alert controller is connected to the alert gates and operable to receive detected alerts from the alert gates and to deliver the detected alerts to a user of the communications system.,,"FACEBOOK, INC.","September 14, 2012","December 1, 2015",Christopher Emery Austin-Lane,20130173735,Offline alerts mechanism,Grant,https://patents.justia.com/patent/9203879
1510,"Displaying electronic information in an instant-messaging application includes accessing a first electronic message providing information describing a first user that has an identifier included in a set of identifiers of users of an instant messaging application. A second electronic message providing information describing a second user that has an identifier included in the set of identifiers of users of an instant messaging application is accessed. Content contained within the first and second messages is analyzed to determine that at least a portion of content is common to the first and second electronic messages. Based upon the content analysis, an indication that the first and second messages include common content is provided to the user. Alternatively or additionally, an indication that two users are in physical proximity to a geographic location may be provided in response to detecting that the two users are within a threshold distance from the geographic location.",,"FACEBOOK, INC.","March 4, 2013","December 1, 2015","Jennifer Granito, Steve Greenberg, Andy Wick, Tom Jarmolowski, Alan Keister, Jeremy Rephlo",20130179525,Identifying users sharing common characteristics,Grant,https://patents.justia.com/patent/9203787
1511,"Techniques for handshake-free encrypted communication are described. An apparatus may comprise an application status component, a network component, and a key component. The application status component may be operative to determine that the application has entered a background-availability state. The network component may be operative to request a first symmetric encryption key from a device and to receive the first symmetric encryption key from the device. The key component may be operative to store the first symmetric encryption key in a key store. Other embodiments are described and claimed.",,"FACEBOOK, INC.","March 8, 2013","December 1, 2015",Yunnan Wu,"FACEBOOK, INC.",Techniques for handshake-free encrypted communication using symmetric key caching during application backgrounding,Grant,https://patents.justia.com/patent/9203611
1512,"A messaging system facilitates communication between users through various messaging channels. The messaging system supports multiple communication channels and includes a messaging module that automatically selects one or more of the messaging channels for delivering a message to a recipient of the message using, for example, a set of policy rules or a trained model. The messaging module may also provide, in a user interface for sending and receiving messages, a visual indication of the selected messaging channel to the sender of the message to provide the user with transparency about how the message will be delivered. Additionally, the message may be delivered via multiple messaging channels, where the messaging module may rescind messages from some of the messaging channels upon receiving a reply from the recipient of the message or other confirmation that the recipient has seen the message via one of the communication channels.",,"FACEBOOK, INC.","August 8, 2011","December 1, 2015","Daniel Hsiao, Joel Benjamin Seligstein, Mark E. Zuckerberg, Kenneth M. Lau, Ross David Bayer, Zheng Zhang, Benjamin Peter Davenport, Peter Xiu Deng, Ben Gertzfield, Lucy Congyun Zhang, Jonathan David Perlow",20120124146,Messaging system with multiple messaging channels,Grant,https://patents.justia.com/patent/9203796
1513,"In one embodiment, a method includes receiving a query specifying one or more criteria; locating a set of users that satisfies the one or more criteria, comprising: for each of a plurality of users belonging to a social-networking system, including the user in the set of users if the user satisfies the one or more criteria based on information associated with the user stored in the social-networking system, the information associate with the user including private information of the user stored in the social-networking system; and discarding the user otherwise; and sending at least a portion of the set of users in response to the query.",,"FACEBOOK, INC.","October 15, 2012","December 1, 2015","Kittipat Virochsiri, Sriram Sankar","Facebook, Inc.",User search based on private information,Grant,https://patents.justia.com/patent/9203925
1514,"In one embodiment, a method includes receiving information indicative of an amount of light present for capturing an image frame of a video clip, and, based on the amount of light present, determining a candidate exposure time for the image frame. The method also includes determining a maximum exposure time for the image frame. If the candidate exposure time is less than or substantially equal to the maximum exposure time, the method includes capturing the image frame with approximately the candidate exposure time. If the candidate exposure time is greater than the maximum exposure time, the method includes capturing the image frame with approximately the maximum exposure time.",,"FACEBOOK, INC.","March 27, 2014","December 1, 2015",Alexandre Karpenko,20150281580,Stabilization of low-light video,Grant,https://patents.justia.com/patent/9204048
1515,"Techniques provided herein facilitate just-in-time compilation of source code, such as a script, during execution. According to some embodiments, a tracelet is limited to a single basic block of code. The data types of variable values provided by one or more variables used in the single basic block of code are known by generalized categories, rather than only being known by specific data types. Accordingly, guard code associated with each tracelet, which ensures that variable values received by the tracelet though the variables are of the data types expected by the tracelet's associated code body, can use generalized data types. The tracelet can contain code body that can handle input values that meet those generalized data types. A generalized data type can be defined according to one or more common characteristics shared by two or more specific data types.",,"FACEBOOK, INC.","July 30, 2013","November 24, 2015","Ali-Reza Adl-Tabatabai, Guilherme de Lima Ottoni",20150040110,Systems and methods for incremental compilation at runtime using relaxed guards,Grant,https://patents.justia.com/patent/9195441
1516,"Online systems, for example, social networking systems store features describing relations between entities represented in the online system. The information describing the features is represented as a graph. The online system maintains a cumulative feature graph and an incremental feature graph. Feature values based on recent user actions are stored in the incremental graph and feature values based on previous actions are stored in the cumulative graph. Periodically, the information stored in the incremental feature graph is merged with the information stored in the cumulative feature graph. The incremental graph is marked as inactive during the merge and information based on new user actions is stored in an active incremental feature graph. If a request for feature information is received, the feature information obtained from the cumulative feature graph, inactive incremental feature graph and the active incremental feature graph are combined to determine the feature information.",,"FACEBOOK, INC.","May 15, 2014","November 24, 2015","Ryan Allen Stout, Ming Hua, Hong Yan",20140250137,Querying features based on user actions in online systems,Grant,https://patents.justia.com/patent/9195705
1517,Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,,"FACEBOOK, INC.","October 7, 2014","November 24, 2015","Jennifer Granito, Alexander Franco",20150024792,Providing a location identifier for a location with multiple co-users,Grant,https://patents.justia.com/patent/9197999
1518,"Techniques for asynchronous rendering are described. An apparatus may comprise a character set converter application, an index server, and a ranking application. The character set converter application may receive a search string comprised of one or more first character set characters, and convert the search string to one or more second character set characters that are different than the first character set. The index server may execute a search on the converted search string to obtain ranked individual search results. The ranking application may compare any first character set characters in the ranked individual search results to the first character set characters in the search string and sub-rank the ranked individual search results based on the strength of any matches. Other embodiments are described and claimed.",,"FACEBOOK, INC.","February 28, 2013","November 24, 2015","Kuan-Yu Tseng, Lin-Shung Huang, Yueh-Hsuan Chiang, Chun-Yang Chen",20140244632,Techniques for ranking character searches,Grant,https://patents.justia.com/patent/9195716
1519,"A texture repository is provided for use with an image manipulation application. The texture repository provides a canvas to the image manipulation application for use with an image filter. The texture repository may provide an existing canvas matching the request from the image filter, or the texture repository may generate a new canvas for the request. The generated canvas may be procedurally generated to match the request, or the generated canvas may be resized from an existing canvas stored in a non-volatile storage or a cache.",,"FACEBOOK, INC.","December 27, 2011","November 24, 2015","Apostolos Lerios, Jennifer Dolson",20130162646,Texture repository for image processing applications,Grant,https://patents.justia.com/patent/9196060
1520,"A social networking system user's interaction with a brand page may be tailored to match the user's interests. Content providers or page administrators of a brand page associate keywords with content posted to the brand page. A keyword may define a characteristic of a social networking system user to receive the content or may describe a characteristic of the content. The keywords are compared to a user profile of a user requesting the brand page and content posted to the brand page is selected for presentation to the user based on the user profile and the keywords. For example, content is presented to a user having a characteristic defined by criteria keyword. The selected content posted to the brand page is presented to the user requesting the brand page.",,"FACEBOOK, INC.","September 26, 2012","November 24, 2015","Antonio Felipe Garcia-Martinez, Nipun Mathur",20140089780,Customizing content delivery from a brand page to a user in a social networking environment,Grant,https://patents.justia.com/patent/9195632
1521,"Leveraging a persistent connection to provide a client access to a secured service may include establishing a persistent connection with a client in response to a first request from the client, and brokering a connection between the client and a secured service based on a second request from the client by leveraging the persistent connection with the client. The brokering may occur before the client attempts to connect to the secured service directly and the connection may be established between the client and the secured service without provision by the client of authentication information duplicative or additional to authentication information provided by the client to establish the persistent connection.",,"FACEBOOK, INC.","December 30, 2014","November 24, 2015",Robert Bruce Hirsh,20150113611,Leveraging a persistent connection to access a secured service,Grant,https://patents.justia.com/patent/9197627
1522,"Social networking system users may create events where a group of other users invited to the event meet at a specified time and location. The social networking system suggests users to invite to an event based on a prediction that the users would attend the event if invited. Various factors may be used to make the prediction, such as an affinity between the inviting user and the other users, the availability of the other users at the time of the event and/or the proximity of the other users to the location of the event. An inviting user receives the suggested users and selects suggested users to invite to the event or invitations may be automatically sent to the suggested users by the social networking system.",,"FACEBOOK, INC.","August 13, 2012","November 24, 2015","Robert Michael Baldwin, Henry Bridge, Matthew Bush",20140047023,Generating guest suggestions for events in a social networking system,Grant,https://patents.justia.com/patent/9196008
1523,"Leveraging a persistent connection to provide a client access to a secured service may include establishing a persistent connection with a client in response to a first request from the client, and brokering a connection between the client and a secured service based on a second request from the client by leveraging the persistent connection with the client. The brokering may occur before the client attempts to connect to the secured service directly and the connection may be established between the client and the secured service without provision by the client of authentication information duplicative or additional to authentication information provided by the client to establish the persistent connection.",,"FACEBOOK, INC.","December 30, 2014","November 24, 2015",Robert Bruce Hirsh,20150156187,Leveraging a persistent connection to access a secured service,Grant,https://patents.justia.com/patent/9197626
1524,"In one embodiment, a request is received from a first user to create a location-triggered benefit that may be redeemed by a second user at a vendor and associated with a condition. The first user is not the vendor, and the condition may require that the second user go to a particular location. A record of the location-triggered benefit may be created in a database. Information may be received that the second user has satisfied the condition, and in response, the second user may be allowed to redeem the location-triggered benefit at the vendor.",,"FACEBOOK, INC.","June 3, 2014","November 24, 2015","Andrew Garrod Bosworth, David Harry Garcia, Kenneth M. Lau",20140289028,Location aware deals,Grant,https://patents.justia.com/patent/9195989
1525,"A third-party application running on a client device sends a request for a user's profile information to a local social networking application running on the client device. The local social networking application sends to the request to the social networking system, receives the requested information from the social networking systems, and provides the requested information to the third-party application. The third-party application uses at least a portion of the requested information to personalize its content for the user. In this way, the third-party application has a simple mechanism for incorporating personalized content for the user based on social information, without requiring the third-party application itself to maintain or even have access to the user's social information.",,"FACEBOOK, INC.","April 20, 2012","November 17, 2015","Arieh Steinberg, Vijaye Ganesh Raji, Jack O'Connor",20130282806,Personalizing an application with content from a social networking system,Grant,https://patents.justia.com/patent/9189819
1526,"A baffle facilitates the flow of air from a first side of a data center rack into an intake on the opposite side of the data center rack. The baffle may be configured to couple to the bottom side of the rack. The rack itself may be located in a data center with at least one cold aisle and at least one hot aisle, such that cold air from the cold aisle may flow through the baffle and into an air intake of the rack facing the hot aisle. The baffle may additionally include fans to pull air into and through the baffle, and may include an air conditioning unit or a chiller system to cool air flowing through the baffle.",,"FACEBOOK, INC.","April 10, 2012","November 17, 2015",Sanee Iqbal,20130267161,Baffle for air flow redirection,Grant,https://patents.justia.com/patent/9192077
1527,"News feed stories are ranked so that some stories appear above other stories for users of a social networking system. These “top” news stories are selected based on a ranking algorithm that incorporates an analysis of affinities for interests, users, and entities in the social networking system based on user interactions as well as story layout dimensions. The top news stories are presented in a multiple-column format, such as a grid format. Top news stories may be presented higher or in a more prominent placement among one or more columns in the story layout as compared to other news stories. The ranking of the top new news stories may change after a top news story is viewed. The multiple-column newsfeed enables a more visually pleasant placement of targeted advertisements on the social networking system.",,"FACEBOOK, INC.","August 8, 2014","November 17, 2015",Francis Luu,20140351061,Providing a multi-column newsfeed of content on a social networking system,Grant,https://patents.justia.com/patent/9189559
1528,"When multiple regional data clusters are used to store data in a system, maintaining cache consistency across different regions is important for providing a desirable user experience. In one embodiment, there is a master data cluster where all data writes are performed, and the writes are replicated to each of the slave data clusters in the other regions. Appended to the replication statements are invalidations for cache values for the keys whose values have been changed in the master data cluster. An apparatus in the master data cluster logs replication statements sent to the slave databases. When a slave database fails, the apparatus extracts the invalidations intended for the failed database and publishes the invalidations to a subscriber in the region of the failed database. The subscriber sends the invalidations to the local caches to cause stale data for those keys to be deleted from the caches.",,"FACEBOOK, INC.","February 26, 2013","November 17, 2015","Yee Jiun Song, Philippe Ajoux, Harry C. Li, Jason Sobel, Sanjeev Kumar, Rajesh Nishtala",20140244584,System and method for implementing cache consistent regional clusters,Grant,https://patents.justia.com/patent/9189510
1529,"In particular embodiments, a wireless communications device includes an RF transceiver, a plurality of antennas coupled to the transceiver, and processing circuitry. The device may transmit an RF reference signal using the RF transceiver. When the RF reference signal is reflected back from each of the plurality of antennas, the device may determine at least one characteristic of the RF reference signal (e.g., amplitude, phase, dispersion, waveform shape, or distortion). The device may then characterize at least one aspect of the environment around the device based on the characteristic and control a function of the device based on the at least one aspect. For example, the device may detect that an object (e.g., a hand or other body part) is approaching the device but not yet in contact with the device and activate a first feature of the device based on the characterization.",,"FACEBOOK, INC.","February 28, 2013","November 17, 2015",Yael Maguire,20130324056,Sensing proximity utilizing a wireless radio subsystem,Grant,https://patents.justia.com/patent/9191829
1530,"A user may make a digital item available to other users of a computer network, such as an instant messaging system, a chat environment, or a subscription-based computer network. Examples of digital items that may be shared with other users include digital representations of graphic images, photographs, audio segments, songs, video segments, movies, and text (such as lists of favorites (e.g., a list of favorite books, a list of favorite movies, and a list of favorite places to visit)). On-line presence information is provided to indicate the on-line presence of users with whom a digital item has been shared, may be shared or is being shared. For instance, an indication of the on-line or offline status of a user with whom an item has been shared or is being shared may be presented.",,"FACEBOOK, INC.","January 21, 2014","November 10, 2015",June R. Herold,20140136983,Sharing annotations of digital items,Grant,https://patents.justia.com/patent/9182893
1531,"A method and search engine for classifying a source publishing a document on a portion of a network, includes steps of electronically receiving a document, based on the document, determining a source which published the document, and assigning a code to the document based on whether data associated with the document published by the source matches with data contained in a database. An intelligent geographic- and business topic-specific resource discovery system facilitates local commerce on the World-Wide Web and also reduces search time by accurately isolating information for end-users. Distinguishing and classifying business pages on the Web by business categories using Standard Industrial Classification (SIC) codes is achieved through an automatic iterative process.",,"FACEBOOK, INC.","September 15, 2012","November 10, 2015",Ajaipal Singh Virdy,20130173630,System and method for geographically classifying business on the world-wide web,Grant,https://patents.justia.com/patent/9183300
1532,"The invention provides a system and method for analyzing a collection of communication messages. The communication messages may be any one of a collection of electronic mail messages, voicemail messages, instant messaging dialogs and other forms of communications. The collections of communications, such as electronic mail messages, may be selected by a user and then subsequently processed to determine the identity of any of the user's contacts within the communications. The contacts may then be arranged in a relative priority arrangement whereby contacts which have been identified as engaging in prior reciprocal communications with the user are given higher priority. Higher priority may also be given to contacts which engage in more recent communications with the user. Specific contact relationships may be inferred from the communications depending on whether specific contacts are repeatedly mentioned within the communication messages.",,"FACEBOOK, INC.","November 4, 2008","November 10, 2015","Ellen Isaacs, Bonnie A. Nardi, Stephen Whittaker","FACEBOOK, INC.",System and method for analyzing communications,Grant,https://patents.justia.com/patent/9185067
1533,A system and method for measuring user affinity in a social network environment is provided. One or more activities performed by a user associated with a social network environment are monitored. A relationship associated with the one or more activities is identified. An affinity for one or more objects associated with the social network environment is then determined based on the one or more activities and the relationship.,,"FACEBOOK, INC.","January 16, 2015","November 10, 2015","Andrew G. Bosworth, Chris Cox",20150134553,Providing content items based on user affinity in a social network environment,Grant,https://patents.justia.com/patent/9183574
1534,"A system, method, and computer program for social mapping is provided. Data about a plurality of social network members is received. A first member of the plurality of social network members is allowed to identify a second member of the plurality of social network members with whom the first member wishes to establish a relationship. The data is then sent to the second member about the first member based on the identification. Input from the second member is received in response to the data. The relationship between the first member and the second member is confirmed based on the input in order to map the first member to the second member.",,"FACEBOOK, INC.","December 14, 2006","November 10, 2015","Mark Zuckerberg, Aaron Sittig",20070192299,Mapping relationships between members in a social network,Grant,https://patents.justia.com/patent/9183599
