abstract,applicant,date_filed,inventor,p_num,title,type,url
"A social networking system provides suggestions of gifts to users for presentation to a target user for a life event of the target user. Merchants provide bids for their products. The social networking system selects products as gift suggestions based on the merchants' bids, recipient's interests, and the candidate user to whom the gift is suggested. The selected gift and any messages relating to the life event are held until a specified time and then delivered to the target user. At the time of delivery, the target user may be provided with alternative products that the target user can select instead of the gift. The social networking system can earn revenue based on promotion of products as gift suggestions, promotion of products as gift alternatives, and for any financial transaction related to the gift.","FACEBOOK, INC.","February 11, 2013","Rama Ranganath, Jared Morgenstern, Mark Rabkin",20140229552,DELIVERY OF MESSAGES FOR A LIFE EVENT OF USER OF SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140229552
"A social networking system provides suggestions of gifts to users for presentation to a target user for a life event of the target user. Merchants provide bids for their products. The social networking system selects products as gift suggestions based on the merchants' bids, recipient's interests, and the candidate user to whom the gift is suggested. The selected gift and any messages relating to the life event are held until a specified time and then delivered to the target user. At the time of delivery, the target user may be provided with alternative products that the target user can select instead of the gift. The social networking system can earn revenue based on promotion of products as gift suggestions, promotion of products as gift alternatives, and for any financial transaction related to the gift.","FACEBOOK, INC.","February 11, 2013","Rama Ranganath, Jared Morgenstern, Mark Rabkin",20140229321,DETERMINING GIFT SUGGESTIONS FOR USERS OF A SOCIAL NETWORKING SYSTEM USING AN AUCTION MODEL,Application,https://patents.justia.com/patent/20140229321
"The present disclosure provides methods and systems for instrumenting a “semantic stack trace” (SST), where semantic information and dependency relationships between a plurality of code elements (“elements”) are captured during runtime execution of various front-end declarative languages, and are subsequently extracted for display in a SST-enabled interactive user interface with traversing capability. Embodiments of the present invention enable a framework for traversing and debugging complex code, providing an unprecedented lens into understanding code behavior in mixed imperative and declarative construction languages.","FACEBOOK, INC.","February 8, 2013","Alexey Spiridonov, William Jacobs",20140229919,SEMANTIC STACK TRACE,Application,https://patents.justia.com/patent/20140229919
"A social networking system provides an advertisement for display to a viewing user along with a social endorsement. The social endorsement is selected from the social information maintained by the social networking system. To select the social endorsement, the social networking system identifies social networking system objects related to the advertisement or components extracted from the advertisement as well as interactions between these objects and other users who are connected to the viewing user in the social networking system, where each interaction relates to a candidate social endorsement. An affinity score may be computed for each candidate social endorsement, where the affinity scores represent a measure of the viewing user's likely interest in each candidate social endorsement. The social networking system selects a social endorsement and provides it for display to the viewing user with the advertisement. In one embodiment, the selection is based upon the computed affinity scores.","FACEBOOK, INC.","April 21, 2014",Kent Schoen,20140229291,SELECTING SOCIAL ENDORSEMENT INFORMATION FOR AN ADVERTISEMENT FOR DISPLAY TO A VIEWING USER,Application,https://patents.justia.com/patent/20140229291
"An online system predicts values of a target characteristic for users in a set of users based on a reference set of users having known values for the target characteristic. Using descriptive characteristics of users in the reference set of users and target characteristic values for users in the reference set, the online system generates a model predicting values of the target characteristic based on user descriptive characteristics. The online system applies a global constraint on the target characteristic when generating the model, so the model extrapolates from the reference data while achieving aggregate results for values of the target characteristic that are consistent with the global constraint. The global constraint may be obtained from census data or another suitable global aggregate survey. Using the global constraint in the model avoids inaccuracies in reporting of user metrics.","FACEBOOK, INC.","February 5, 2013","William Bullock, Sean Michael Bruich",20140222583,DETERMINING VALUES FOR A CHARACTERISTIC OF AN ONLINE SYSTEM USER BASED ON A REFERENCE GROUP OF USERS,Application,https://patents.justia.com/patent/20140222583
"A computer-implemented method receiving receives information describing a current or future activity from a user of a computing system via a mobile device. The current activity is an activity occurring at a current time when the information is received, while the future activity is an activity occurring at a future time relative to a time when the information is received. The method transmits the information describing the current or future activity to a backend database coupled to the Internet and remote from the mobile device. The information describing the current or future activity is accessible to at least one recipient having access privilege to information associated with the user and describing the current or future activity via the Internet.","FACEBOOK, INC.","April 4, 2014",Neeraj Jhanji,20140222936,COMMUNICATING INFORMATION DESCRIBING ACTIVITY OF COMPUTER SYSTEM USERS AMONG COMPUTER SYSTEM USERS,Application,https://patents.justia.com/patent/20140222936
"A computer-implemented method receiving receives information describing a current or future activity from a user of a computing system via a mobile device. The current activity is an activity occurring at a current time when the information is received, while the future activity is an activity occurring at a future time relative to a time when the information is received. The method transmits the information describing the current or future activity to a backend database coupled to the Internet and remote from the mobile device. The information describing the current or future activity is accessible to at least one recipient having access privilege to information associated with the user and describing the current or future activity via the Internet.","FACEBOOK, INC.","April 4, 2014",Neeraj Jhanji,20140222935,COMMUNICATING INFORMATION DESCRIBING ACTIVITY OF COMPUTER SYSTEM USERS AMONG COMPUTER SYSTEM USERS,Application,https://patents.justia.com/patent/20140222935
"Processing a plurality of media items that are associated with a respective plurality of locations includes: obtaining the plurality of media items; selecting a first media item that defines a first region on a map; determining a first set of media items that are located within the first region; selecting a second media item that defines a second region on the map, the second media item being selected among media items that are not located within the first region; determining a second set of media items that are located within the second region; and processing the first set of media items and the second set of media items as distinct groups.","FACEBOOK, INC.","February 5, 2013","Gregor Hochmuth, Tim Van Damme, Philip McAllister, Kevin Systrom",20140222809,PROCESSING MEDIA ITEMS IN LOCATION-BASED GROUPS,Application,https://patents.justia.com/patent/20140222809
"A social networking system requests a customizable product from a retailer. The retailer accesses social information associated with one or more additional users connected to the social networking system users and generates recommendations for options to customize the customizable product based on the social information associated with the additional users. When the social networking system orders a customizable product using one of the recommended options, the social networking system is notified and generates a story describing the purchase that is communicated to the additional users of the social networking system.","FACEBOOK, INC.","February 5, 2013","Keenan Pridmore, Philip John MacGregor, IV, Stephen Biddle",20140222547,PRODUCT CUSTOMIZATION RECOMMENDATIONS BASED ON USER INFORMATION FROM A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140222547
"A computer-implemented method receiving receives information describing a current or future activity from a user of a computing system via a mobile device. The current activity is an activity occurring at a current time when the information is received, while the future activity is an activity occurring at a future time relative to a time when the information is received. The method transmits the information describing the current or future activity to a backend database coupled to the Internet and remote from the mobile device. The information describing the current or future activity is accessible to at least one recipient having access privilege to information associated with the user and describing the current or future activity via the Internet.","FACEBOOK, INC.","April 4, 2014",Neeraj Jhanji,20140221006,COMMUNICATING INFORMATION DESCRIBING ACTIVITY OF COMPUTER SYSTEM USERS AMONG COMPUTER SYSTEM USERS,Application,https://patents.justia.com/patent/20140221006
"In particular embodiments, a method includes receiving an unstructured text query, parsing the text query to identify n-grams; determining a score that the n-grams correspond to particular nodes and edges from a social graph, identifying those nodes and edges with a score greater than a threshold score, and then generating structured queries that include references to the identified nodes and edges.","FACEBOOK, INC.","April 11, 2014","Yofay Kari Lee, Michael Benjamin Cohen, Maxime Boucher, Alisson Gusatti Azzolini, Xiao Li, Lars Eilstrup Rasmussen",20140222835,Detecting Social Graph Elements for Structured Search Queries,Application,https://patents.justia.com/patent/20140222835
"Groups of users of a social networking system are categorized based on their association with a type of malicious activity. A set of predetermined malicious groups is identified. Users associated with the malicious groups are selected based on their level of interactions with the malicious groups. Other groups associated with the selected users are identified as being potentially malicious groups. The potentially malicious groups are further analyzed based on occurrences of keywords associated with the type of malicious activity and manual verification by experts. The potentially malicious groups are either classified as being malicious or non-malicious or assigned a score based on their likelihood of being associated with the type of malicious activity. The methods and system disclosed can be used for categorizing other types of social network objects based on their association with a type of malicious activity, for example, users, events, and content.","FACEBOOK, INC.","April 4, 2014","Daniel Leon Kelmenson, David Stewart Willner",20140222821,CATEGORIZING SOCIAL NETWORK OBJECTS BASED ON USER AFFILIATIONS,Application,https://patents.justia.com/patent/20140222821
"Displaying media items on a map includes: obtaining a plurality of media items; selecting a first representative media item that defines a first region; determining a first set of media items that belong to the first region; selecting a second representative media item, wherein the second representative media item does not belong to the first region, and the second representative media item defines a second region; determining a second set of media items that belong to the second region; and displaying on the map a first set of media items that belong to the first region and a second set of media items that belong to the second region, including displaying the first representative media item on the map at a first location corresponding to the first region, and displaying the second representative media item on the map at a second location corresponding to the second region.","FACEBOOK, INC.","February 5, 2013","Gregor Hochmuth, Tim Van Damme, Philip McAllister, Kevin Systrom",20140218394,DISPLAYING CLUSTERS OF MEDIA ITEMS ON A MAP USING REPRESENTATIVE MEDIA ITEMS,Application,https://patents.justia.com/patent/20140218394
"In particular embodiments, a method includes receiving an unstructured text query, identifying nodes and edges from a social graph that correspond to n-grams in the text query, and then generating structured queries that include references to the identified nodes and edges.","FACEBOOK, INC.","April 11, 2014","Yofay Kari Lee, Michael Benjamin Cohen, Maxime Boucher, Alisson Gusatti Azzolini, Xiao Li, Lars Eilstrup Rasmussen",20140222807,Structured Search Queries Based on Social-Graph Information,Application,https://patents.justia.com/patent/20140222807
"A computer-implemented method receiving receives information describing a current or future activity from a user of a computing system via a mobile device. The current activity is an activity occurring at a current time when the information is received, while the future activity is an activity occurring at a future time relative to a time when the information is received. The method transmits the information describing the current or future activity to a backend database coupled to the Internet and remote from the mobile device. The information describing the current or future activity is accessible to at least one recipient having access privilege to information associated with the user and describing the current or future activity via the Internet.","FACEBOOK, INC.","April 4, 2014",Neeraj Jhanji,20140222934,COMMUNICATING INFORMATION DESCRIBING ACTIVITY OF COMPUTER SYSTEM USERS AMONG COMPUTER SYSTEM USERS,Application,https://patents.justia.com/patent/20140222934
An example method for generating a user profile for a user based on a static profile and a dynamic profile of the user includes compressing dynamic rules into aggregated rules for validation. The dynamic rules associated with a particular user are matched to one or more validated aggregated rules to generate the dynamic profile for that user. The static profile for the user is generated for the user based on factual user information and historical transactional data for the user. The static and dynamic profile are then combined to form the user profile.,"FACEBOOK, INC.","April 15, 2014","Alexander S. Tuzhilin, Gedimanas Adomavicius",20140222505,Generating a User Profile,Application,https://patents.justia.com/patent/20140222505
"In one embodiment, a social networking system models a number of exposures to an advertisement for a concept for a set of users, sample from the set of users attitudinal data toward the concept, and determine effectiveness of the advertisement by evaluating the attitudinal data against the number of exposures to the advertisement.","FACEBOOK, INC.","February 28, 2014","Sean Michael Bruich, Bradley Hopkins Smallwood",20140222549,Measuring Television Advertisement Exposure Rate and Effectiveness,Application,https://patents.justia.com/patent/20140222549
A social networking system aggregates two or more stories having at least one common characteristic to create an aggregated story unit. Each story describes an action performed on an object over the social networking system or external to the social networking system. The aggregated story unit includes one or more input elements allowing a viewing user to interact with the aggregate story unit as a whole or with individual stories in the aggregated story unit. The input elements included in the aggregated story unit may be based on the types of the actions or of the objects described by stories in the aggregated story unit and on one or more input policies.,"FACEBOOK, INC.","February 5, 2013","Robert William Cathcart, Mark Tonkelowitz, Vivian Wang",20140222913,FACILITATING GENERATION OF USER CONTENT FOR AGGREGATED STORY UNITS,Application,https://patents.justia.com/patent/20140222913
"Third-party systems outside of a social networking system allow a user of the third-party systems that is also a user of the social networking system to perform an action on the third-party system that are communicated to the social-networking system. Additional actions on the third-party system may be associated with the action. These additional actions are communicated to the social networking system, which identifies the action from the third-party system and associates the additional actions with the identified action. The social networking system may notify the user that performed the action of the additional actions. Also, the social networking system may notify additional social networking system users of the action and of additional actions on the third-party system associated with the action.","FACEBOOK, INC.","February 5, 2013","Austin Daniel Haugen, Alex Himel, Zachary Rait, Andrew Rothbart",20140222911,IDENTIFYING INTERACTIONS BY SOCIAL NETWORKING SYSTEM USERS WITH IDENTIFIED ACTIONS PERFORMED OUTSIDE OF THE SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140222911
"A computer-implemented method receiving receives information describing a current or future activity from a user of a computing system via a mobile device. The current activity is an activity occurring at a current time when the information is received, while the future activity is an activity occurring at a future time relative to a time when the information is received. The method transmits the information describing the current or future activity to a backend database coupled to the Internet and remote from the mobile device. The information describing the current or future activity is accessible to at least one recipient having access privilege to information associated with the user and describing the current or future activity via the Internet.","FACEBOOK, INC.","April 4, 2014",Neeraj Jhanji,20140222575,PRESENTING COMMERCIAL OFFERS TO MOBILE COMPUTING DEVICES BASED ON ACTIVITY OF MOBILE COMPUTING DEVICE USERS,Application,https://patents.justia.com/patent/20140222575
"The present invention provides a system and method for providing a social context to software applications. According to one embodiment of the invention, a user of a social network authorizes access by an external software application to information available in the social network. At some time later, the user of the social network uses an application designed by a third-party software developer. The application contacts the social network provider for permission to access the information available in the social network. If access has been authorized, the application incorporates the information from the social network into its interaction with the user, providing a social context to the user's interaction with the application.","FACEBOOK, INC.","April 4, 2014","Adam D'Angelo, Dave Fetterman, Charles Duplain Cheever, Arieh Steinberg, Eric Zamore, James H. Wang, Julie Zhuo, David Brookes Morin, Mark Slee, Ruchi Sanghvi",20140223519,Platform for Providing a Social Context to Software Applications,Application,https://patents.justia.com/patent/20140223519
"A social networking system obtains financial transaction activity for its users and allows its users to obtain reports of their spending compared to various benchmarks. The benchmarks may be for various demographic groups, networks to which the user belongs, groups of users connected to a user, or any other suitable grouping of users. The social networking system may also forecast a user's spending on a category based on the spending of other users who have similar spending profiles in other categories.","FACEBOOK, INC.","February 6, 2013","Loren Cheng, Edward Zagat",20140222636,Comparing Financial Transactions Of A Social Networking System User To Financial Transactions Of Other Users,Application,https://patents.justia.com/patent/20140222636
"In particular embodiments, a method includes receiving an text query, identifying nodes and edges from a social graph that correspond to character strings from the text query, and then generating recommended queries that include references to the identified nodes and edges.","FACEBOOK, INC.","April 11, 2014","Yofay Kari Lee, Michael Benjamin Cohen, Maxime Boucher, Alisson Gusatti Azzolini, Xiao Li, Lars Eilstrup Rasmussen",20140222854,Personalized Structured Search Queries for Online Social Networks,Application,https://patents.justia.com/patent/20140222854
"A social networking system user may request physical prints of digital photographs stored in connection with the user's user profile on the social networking system. The physical prints are generated by a photograph developer, such as a retail store, and retrieved by the user. The user may request the physical prints from an application executing on a user device that allows the user to identify social context information associated with a digital photograph for inclusion on the physical print. The social networking system may notify users connected to the user and/or to the digital image of the physical print generation.","FACEBOOK, INC.","February 5, 2013","Keenan Pridmore, Philip John MacGregor, IV, Stephen Biddle",20140218759,CREATING SOCIAL PRINTS FROM PHOTOGRAPHS MAINTAINED BY A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140218759
"A viewing user is provided with sponsored stories describes actions of a user connected to the viewing user associated with an object promoted by an advertiser or actions otherwise promoted by the advertiser. Based on a performance metric, the social networking system selects the user or action to be described by the sponsored story. For example, the social networking system ranks candidate sponsored stories describing different actions or users and selects a candidate sponsored story to increase the likelihood of a viewing user interacting with the selected candidate sponsored story.","FACEBOOK, INC.","February 5, 2013","Rong Yan, Eytan Bakshy, Hao Zhang, Huajing Li",20140222802,SELECTING SOCIAL CONTEXT FOR SPONSORED STORIES IN A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140222802
"As components of an advertisement are received by an online system, the online system determines whether the received components satisfy one or more policies of the online system. If a component does not satisfy a policy of the online system, the user providing the components is notified when the component is provided, allowing the user to modify the component. Additionally, stored data describing previously analyzed components are compared to received components, and the stored data is used if the received component matches a previously analyzed component. This process expedites approval of advertisements by the online system.","FACEBOOK., INC.","January 31, 2013","Matthew Varghese, Nuwan Senaratna",20140214557,APPROVAL OF ADVERTISEMENTS BASED ON REVIEW OF ADVERTISEMENT COMPONENTS,Application,https://patents.justia.com/patent/20140214557
"A social data aggregator generates entries of action data describing actions taken by users of a social networking system. The entries are archived in a number of remote data hosts, with a portion of the entries stored in an action cache to expedite retrieval. The action cache is modified to include relevant entries of action data by selecting the most relevant entries from proxy data aggregators, which identify sets of entries from remote data hosts coupled to the proxy data aggregators based on the relevance of the entries in the remote data hosts. The relevance of an entry is based on an associated engagement score indicating a likelihood of a user requesting content interacting with a notification based on an entry.","FACEBOOK, INC.","January 31, 2013","Li Zheng, Ankush Singla",20140214861,PROXY CACHE AGGREGATOR,Application,https://patents.justia.com/patent/20140214861
A following user follows a followed user on a third-party application. The followed user may additionally approve the inclusion of content posted by the followed user on the third-party application within an account of any following users on the social networking system. Subsequent postings by the followed user on the third-party application cause the third-party application to notify the social networking system of the posting. The social networking system in turn incorporates the posting of the followed user on the third-party application into a user interface that it displays to the following user.,"FACEBOOK, INC.","January 31, 2013","Yariv Sadan, Zachary Rait, Austin Haugen",20140214944,INCORPORATION OF CONTENT FROM AN EXTERNAL FOLLOWED USER WITHIN A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140214944
"The invention provides a display interface in a social networking system that enables the presentation of information related to a user in a timeline or map view. The system accesses information about a user of a social networking system, including both data about the user and social network activities related to the user. The system then selects one or more of these pieces of data and/or activities from a certain time period and gathers them into timeline units based on their relatedness and their relevance to users. These timeline units are ranked by relevance to the user, and are used to generate a timeline or map view for the user containing visual representations of the timeline units organized by location or time. The timeline or map view is then provided to other users of the social networking system that wish to view information about the user.","FACEBOOK, INC.","March 26, 2014","Serkan Piantino, Ryan Case, Stanislav Funiak, Daniel Klatzko Gibson, Jeff Huang, Ryan David Mack, Paul M. McDonald, Arun Vijayvergiya, Joshua Wiseman, Zishuang Yang, Steven Young, Raylene Kay Yung, Mark E. Zuckerberg",20140214737,Selecting Social Networking System User Information for Display Via a Timeline Interface,Application,https://patents.justia.com/patent/20140214737
"One variation of the first method includes: receiving a first gift order from a first sender through a social networking system, the first gift order specifying a recipient, a first merchant, and a first monetary value redeemable through the first merchant; issuing a tangible gift card to the recipient, the gift card linked to a gift account, of the recipient, within the social networking system; receiving a second gift order from a second sender through the social networking system, the second gift order specifying the recipient, a second merchant, and a second monetary value redeemable through the second merchant; linking the first and second monetary values to the gift account; and, in response to a first purchase from the first merchant with the gift card, publishing a detail of the first purchase to a feed within the social networking system in accordance with a privacy setting of the recipient.","FACEBOOK, INC.","March 15, 2013","Neville Bowers, Ram Vaidyantathan, Soham Mazumdar, PJ Linarducci, Lee Linden, Ted Zagat",20140214626,METHODS FOR ENABLING GIFT CARD TRANSACTIONS,Application,https://patents.justia.com/patent/20140214626
"As components of an advertisement are received by an online system, the online system determines whether the received components satisfy one or more policies of the online system. If a component does not satisfy a policy of the online system, the user providing the components is notified when the component is provided, allowing the user to modify the component. Additionally, stored data describing previously analyzed components are compared to received components, and the stored data is used if the received component matches a previously analyzed component This process expedites approval of advertisements by the online system.","FACEBOOK, INC.","January 31, 2013","Mathew Varghese, Nuwan Senaratna",20140214558,REAL-TIME FEEDBACK OF ADVERTISEMENT REVIEW,Application,https://patents.justia.com/patent/20140214558
"A user posting content to a social networking system provides a conversion definition along with the content. The conversion definition identifies a type of interaction associated with the content, such as type of interaction with the content that the user would like to track. After the content is presented to additional users, the social networking system identifies additional users performing the type of interaction with the content identified by the conversion definition. One or more metrics describing the interactions of the type of interaction associated with the content are provide to the user that posted the content.","FACEBOOK, INC.","January 28, 2013","Janaka Liyanage, David Gross-Baser",20140214964,Conversion Tracking of Organic Content in a Social Networking System,Application,https://patents.justia.com/patent/20140214964
"An advertisement interface receives an input identifying an object maintained by or otherwise accessible to a social networking system. A type associated with the object identified by the input is determined and one or more goals associated with the type are presented. Based on selection of a goal, one or more options are presented, where at least one of the presented options is associated with the selected goal. Hence, goals specific to a type of object may be presented and options specific to a selected goal are presented to increase advertisement effectiveness. Based on the selected options, an advertisement is created and displayed to other users of the social networking system.","FACEBOOK, INC.","January 28, 2013","David Gross-Baser, Fidji Nahema Simo, Himanshu Baweja",20140214529,GOAL-BASED CREATION OF ADVERTISEMENTS FOR A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140214529
"A social graph may be modeled as a collection of claims. Each claim is associated with an author, an audience, and an assertion about a fact. Probabilistic information may be collected from various sources for a claim, enabling a social networking system to evaluate a truthfulness of the assertion made in the claim. User-declared profile information may be evaluated as claims. A user, entity, or application may make claims about any assertions made in the social networking system. Reputation scores may be determined for users based on evaluations of their historical assertions. Claims may be evaluated for truthfulness using a probabilistic prediction model using heuristics analysis, regression analysis, and machine learning methods. A claims-based profile of users may be provided to viewers based on the contexts in which the claims were made. Viewers may view claims made about users, such as the users' biographical information, contact information, expertise, and interests.","FACEBOOK, INC.","April 1, 2014","Samuel Lessin, Aaron Sittig, Justin Alexander Shaffer",20140215578,Adaptive Audiences For Claims In A Social Networking System,Application,https://patents.justia.com/patent/20140215578
"An online system determines the order in which advertisements or advertisements components are reviewed for compliance with policies of the online system based on a calculated score indicating the expected revenue for presenting the advertisement or advertisement(s) including the component to online system users. The score may also reflect additional metrics, such as the time to review, the quality, and the resources for review, calculated for the advertisement or for the component. Based on the score, the advertisements or components are ranked in an order to be reviewed for compliance with policies of the online system.","FACEBOOK, INC.","January 31, 2013","Nuwan Senaratna, Austin Byrne, Michelle Filiba, Joshua Zhi Han Lim",20140214524,RANKING OF ADVERTISEMENTS FOR POLICY COMPLIANCE REVIEW,Application,https://patents.justia.com/patent/20140214524
New functionality to be added to a web-based application and a desktop application is expressed as declarative and/or procedural code that a conventional rendering engine of the web-based application and the desktop application can use to directly update the state of the applications. Users need not update client-side components—such as the desktop application and/or any plug-ins used by the browser hosting the web-based application—to take advantage of new types of functionality.,"FACEBOOK, INC.","January 23, 2013","Arieh Steinberg, Jack O'Connor",20140207863,COMMUNICATION BETWEEN A WEB-BASED APPLICATION AND A DESKTOP APPLICATION,Application,https://patents.justia.com/patent/20140207863
"A social networking system selects a configuration for presenting a story unit describing one or more actions performed by one or more social networking system users. In particular, story units having a particular type are presented to social networking system users using different configurations. Interactions between the social networking system users and the story units presented using the different configurations are captured and analyzed. Based on the analysis, a configuration is selected and used for subsequently presented story units having the same particular type.","FACEBOOK, INC.","January 22, 2013",Sophia Chung,20140208231,Selecting Configurations for Presentation of Story Units to Social Networking System Users,Application,https://patents.justia.com/patent/20140208231
"A social networking system associates a wish list with a user's profile on the system. Additional users connected to the user may add products to the user to the user's wish list. The user is notified of products added to its wish list, allowing the user to approve or reject addition of the products to its wish list. Allowing other users to add products to a user's wish list creates a dialog between users around the added products. Users may also comment on products presented via a wish list page, allowing conversations to be created between users about various products on a user's wish list, enabling further conversation between users.","FACEBOOK, INC.","January 23, 2013","Amanda Earhart, Loren Alfred Cheng",20140207609,GENERATING AND MAINTAINING A LIST OF PRODUCTS DESIRED BY A SOCIAL NETWORKING SYSTEM USER,Application,https://patents.justia.com/patent/20140207609
"A social networking system presents suggestions to a user of a social networking system to use or install one or more applications accessible in the system. The social networking system offers suggestions by ranking candidate applications for a particular user and selecting applications to recommend based on the rankings. Advertisers associated with some applications may bid to boost the rankings of an application, making it more likely to appear for a given user.","FACEBOOK, INC.","January 24, 2013","Deborah Liu, Nipun Mathur, Jeffrey Andrew Kanter, Vijaye Raji",20140207793,SPONSORED RECOMMENDATION IN A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140207793
"An application executing on a mobile device, such as an application associated with a social networking system provides a link to install a third-party application. The link may be presented in an advertisement, and the link is used to retrieve data comprising a client application for execution by the mobile device. To track installations, the client application stores an indication that the client application was installed in a shared memory location on the mobile device, as native applications do not have access to cookies. A social networking application executing on the mobile device retrieves the indication the client application was installed from the shared memory location and communicates it to a social networking system for storing in a user profile.","FACEBOOK, INC.","January 23, 2013","Deborah Liu, Nipun Mathur, Teck Chia, Vijaye Raji",20140207900,CONVERSION TRACKING FOR INSTALLATION OF APPLICATIONS ON MOBILE DEVICES,Application,https://patents.justia.com/patent/20140207900
"When a request to connected a requesting user to a target user is received by the social networking system, information associated with the requesting user and with users connected to the target user is retrieved. A fraud probability score indicating a probability that the requesting user is impersonating a user connected to the target user is determined based on the information associated with the requesting user and with users connected to the target user. Based on the fraud probability score, a determination is made whether the requesting user is a suspected imposter and remedial action is taken if imposter is suspected.","FACEBOOK, INC.","January 23, 2013","Michael Hudack, Samuel Lessin",20140208424,IMPOSTER ACCOUNT DETECTION AND REMEDIATION IN A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140208424
"In one embodiment, a geo-social networking system determines a user's current location, calculates a novelty score for the location representing the user's degree of familiarity, and surfaces content within a geographic and temporal radius based on the novelty score for display to the user.","FACEBOOK, INC.","March 20, 2014","David Harry Garcia, Samuel Odio",20140207866,CONTENT SURFACING BASED ON GEO-SOCIAL FACTORS,Application,https://patents.justia.com/patent/20140207866
"Systems and methods for automatically locating web-based social network members are provided. According to one embodiment, contact content including an associated GPS identifier and status for web-based social network members located at or near the same location automatically appears on a GPS-enabled device. A further exemplary system includes a GPS-enabled device configured to receive a GPS identifier and a status representing a location and a current state for a web-based social network member, a processing module that associates the received GPS-identifier and the received status, and a communications module that sends the associated GPS-identifier and status to a server comprising a web-based social network database. Contact content in a web-based social network database record in the web-based social network database is updated to include the associated GPS identifier and status for the web-based social network member.","FACEBOOK, INC.","March 20, 2014","Jed Stremel, Thyagarajapuram S. Ramakrishnan, Mark Slee",20140207886,Automatically Providing A Communication Based On Location Information For A User Of A Social Networking System,Application,https://patents.justia.com/patent/20140207886
"An advertisement interface presents a single input field for creating advertisements using a social networking system. When input is received via the single input field, the social networking system determines whether the destination identified by the input is internal to or external to the social networking system. Based on the determination of identified destination, a set of options unique to the type of destination is presented. Based on the user's selection of options, an advertisement is created and presented to other users of the social networking system.","FACEBOOK, INC.","January 23, 2013",Jordan Walke,20140207585,SIMPLIFIED CREATION OF ADVERTISEMENTS FOR A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140207585
"A sponsored interface of a social networking system includes links to different items accessible in the system, arranged by category. Each of the items is associated with a category from a plurality of categories. The social networking system may enable advertisers to boost the ranking of an item in the interface per user, such as a bookmark in a menu of bookmarks, a notification in a menu of notifications, and/or a message in a menu of messages, based on a fee arrangement. The items in the interface are then ranked based on expected fee maximization, taking into account an expected click-through rate.","FACEBOOK, INC.","January 23, 2013","Alon Amit, Gregory Joseph Badros",20140208234,SPONSORED INTERFACES IN A SOCIAL NETWORKING SYSTEM,Application,https://patents.justia.com/patent/20140208234
"A social networking system generates stories based on actions taken by entities of the social networking system. The system applies a set of rules to the stories to categorize each story and displays the news feed as multiple sections, each displaying a category of generated stories. A story may be categorized according to its content and/or the user associated with the story. In addition to stories about a user's direct connections, stories may be generated by the user's soft connections. Supplemental content may be generated based on a section of the newsfeed currently being accessed and displayed in a related content unit adjacent to a news feed section.","FACEBOOK, INC.","January 22, 2013","Xiao Ou Wang, Chris Struhar, William Robert Cathcart, Robyn David Morris, Laney Kuenzel",20140207860,CATEGORIZING STORIES IN A SOCIAL NETWORKING SYSTEM NEWS FEED,Application,https://patents.justia.com/patent/20140207860
Tooling and methods for co-molding a body with two different materials. An internal die assembly comprising at least two parts allows for placement of a component and co-molding of the body around the component and then removal of the internal die assembly without disturbing the body.,"FACEBOOK, INC.","March 14, 2014","Jacques Gagne, Gerald Kirk McGinty",20140200052,Co-Molding Display with Body of Mobile Device,Application,https://patents.justia.com/patent/20140200052
"A social network allows its members to regulate what data is accessible to other members using one or more privacy settings. A particular member of the social network can modify the one or privacy settings to grant or deny different users access to different data. When a member modifies a privacy setting, the social network determines which information pathways communicating data between members are affected. The affected information pathways are then modified responsive to the privacy setting to communicate data identified by the modified privacy setting and enforce the new privacy restrictions.","FACEBOOK, INC.","March 12, 2014","Ezra Callahan, James H. Wang, Nicolas Vera",20140196157,DYNAMICALLY UPDATING PRIVACY SETTINGS IN A SOCIAL NETWORK,Application,https://patents.justia.com/patent/20140196157
"Markup language documents including server side scripting code using PHP syntax are executed efficiently in response to requests received by a server. The processing of the markup language document results in generation of a transformed markup language document that is returned in response to the request. The server side script code is input to a compiler that generates C++ code (or code in any object-based language based on C language) implementing the functionality of the server side script code. The C++ code is compiled to generated object code which is executed in order to process the markup language document. The generated C++ code includes functionality supported by PHP language including redeclaration of functions, dynamic variables, global variables, and the like. The generated C++ code invokes memory allocation code that allocates and deallocates objects obtained by instantiating the generated C++ classes.","FACEBOOK, INC.","March 10, 2014","Iain Andrew Russell Proctor, Minghui Yang, Haiping Zhao",20140196005,HIGH PERFORMANCE PHP,Application,https://patents.justia.com/patent/20140196005
