,album,artist,lyrics,song,sentiments
41,Handwritten (Deluxe),Shawn Mendes,"I wanna go back, forget that it's over
Paint it in black
When you left me alone
I never knew
She was sleeping next door with the kid I grew up with
And I can't go back to her anymore no

You tell me you were happier with him
But you want me to stay
And you tell me that you needed time but you pushed me away
And when you try to take me back, my heavy heart just breaks
No I can't lift the weight

Put you in the past
Try to forget you 'cause it's over
And every time you ask
I'll pretend I'm okay
You're inside my head
In the middle of the night
When I don't feel right
I dream I can hold you
And I can't go back to you anymore
Yeah yeah

You tell me you were happier with him
But you want me to stay
And you tell me that you needed time but you pushed me away
And when you try to take me back, my heavy heart just breaks
But I can't lift the weight
And I can't lift the weight

And I can't lift the weight
No  I can't lift the weight
Yeah you stand on my shoulders and my heart just breaks
I can't lift the weight
No I can't lift the weight
Yeah you stand on my shoulders and my heart just breaks
I can't lift the weight
No I can't lift the weight
Yeah you lower your standards and I raise the stakes
Can't lift the weight
No I can't lift the weight

You tell me you were happier with him
But you want me to stay
And you tell me that you needed time but you, you pushed me away
And when you try to take me back, my heavy heart just breaks
But I can't lift the weight
and I can't lift the weight

You tell me you were happier with him
But you want me to stay
And you told me that you needed time but you pushed me away
And when you try to take me back, you say someday you will change
But I don't want to wait",The Weight,"[{'score': 0.689876, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.582931, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
42,Handwritten (Deluxe),Shawn Mendes,"Ah-ah, he-ey
Ah-ah, ah-ah
Ah-ah, he-ey
Ah-ah, ah-ah

He knows
Dirty secrets that I keep
Does he know it's killing me?
He knows, he knows
D-d-does he know
Another's hands have touched my skin?
I won't tell him where I've been
He knows, he knows, he knows

It's tearing me apart
She's slipping away (I'm slipping away)
Am I just hanging on to all the words she used to say?
The pictures on her phone
She's not coming home (I'm not coming home)
Coming home, coming home

I know what you did last summer (Ah-ah)
Just lied to me, ""there's no other"" (He-ey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (Ah-ah)
Look me in the eyes, my lover (He-ey)
I know what you did last summer
Tell me where you've been

I know, I know, I know, I know
I know, I know, I know (Ah-ah)
(He-ey)
I know, I know, I know, I know
I know, I know, I know (Ah-ah, ah-ah)
I didn't mean it, no, I didn't mean it, mean it, no
(Ah-ah, he-ey)
Can't seem to let you go, can't seem to hold you close
(Ah-ah, ah-ah)
I know

When she looks me in the eyes
They don't seem as bright
No more, no more
I know
That she loved me at one time
Would I promise her that night
Cross my heart and hope to die

It's tearing me apart (It's tearing me apart)
She's slipping away (I'm slipping away)
Am I just hanging on to all the words she used to say?
The pictures on her phone
(The pictures on my phone)
She's not coming home (I'm not coming home)
Oh, na, na, na, yeah

I know what you did last summer (Ah-ah)
Just lied to me, ""there's no other"" (He-ey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (Ah-ah)
Look me in the eyes, my lover (He-ey)
I know what you did last summer
Tell me where you've been

I know, I know, I know, I know
I know, I know, I know
I know, I know, I know, I know
I know, I know, I know (No, no, no)
Can't seem to let you go, can't seem to keep you close
(Hold me close)
Can't seem to let you go, can't seem to keep you close
(You know I didn't mean it, though)
Tell me where you've been lately
Tell me where you've been lately
(Just hold me close)
Tell me where you've been lately
Tell me where you've been lately
(Don't, don't, don't, don't let me go)
Can't seem to keep you close, can't seem to let you go
(I didn't mean it, though)
I know you didn't mean it, though
I know you didn't mean it, though
(I don't wanna let you go)
Tell me you didn't mean it, though
Tell me you didn't mean it, though (No, no, no)
(Can't seem to let you go, seem to let you go)
I know you didn't mean it, though. I wanna know you mean it though
(Hold me close)
I know you didn't mean it though
I know you didn't mean it though
(Just hold me close)
I can't seem to let you go, can't seem to hold you close

I know what you did last summer (Ah-ah)
Just lied to me, ""there's no other"" (He-ey)
I know what you did last summer
Tell me where you've been
I know what you did last summer (Ah-ah)
Look me in the eyes, my lover (He-ey)
I know what you did last summer
Tell me where you've been

I know, I know, I know, I know
I know, I know, I know (Ah-ah)
(He-ey)
I know, I know, I know, I know
I know, I know, I know (Ah-ah, ah-ah)
I know, I know, I know, I know
I know, I know, I know (Ah-ah)
(He-ey)
I know, I know, I know, I know
I know, I know, I know (Ah-ah, ah-ah)
I know",I Know What You Did Last Summer,"[{'score': 0.570414, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.922735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
43,Voicenotes,Charlie Puth,"Yeah

Maybe I'ma get a little anxious
Maybe I'ma get a little shy
'Cause everybody's trying to be famous
And I'm just trying to find a place to hide (oh)
All I wanna do is just hold somebody
But no one ever wants to get to know somebody
I don't even know how to explain this
I don't even think I'm gonna try

And that's okay
I promise myself one day
Hey!

I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
That's just the way I am, that's just the way I am
That's just the way I am, that's just the way I am

Maybe I'ma get a little nervous
Maybe I don't go out anymore (oh)
Feelin' like I really don't deserve this (-serve this)
Life ain't nothing like it was before (ain't nothing like before)
'Cause all I wanna do is just hold somebody
But no one ever wants to get to know somebody
If you go and look under the surface (surface)
Baby, I'm a little insecure

And that's okay (baby, now, that's okay)
I promised myself one day
Hey!

I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
That's just the way I am, that's just the way I am
That's just the way I am, that's just the way I am

I'ma tell 'em all (that's just the way I am)
I'ma tell 'em all that you could either hate me or love me
(That's just the way I am, that's just the way I am)
But that's just the way I am

Am, am
Yeah, this is what you wanted
Oh, this is what you wanted
I am, am, am
Yeah, this is what you wanted
Oh, this is what you wanted all along
Everybody's trying to be famous
And I'm just trying to find a place to hide
Hey!

I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
I'ma tell 'em all
I'ma tell 'em all that you could either hate me or love me
But that's just the way I am
That's just the way I am, that's just the way I am
(Maybe I'ma get a little anxious, maybe I'ma get a little scared)
That's just the way I am, that's just the way I am
('Cause everybody's trying to be famous)

I'ma tell 'em all
(That's just the way I am)
I'ma tell 'em all that you could either hate me or love me
(That's just the way I am)
But that's just the way I am",The Way I Am,"[{'score': 0.967459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
44,Voicenotes,Charlie Puth,"You've been runnin' round, runnin' round, runnin' round throwin' that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up
You've been going round, going round, going round every party in LA
'Cause you knew that I, knew that I, knew that I'd be at one

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect
But you're not coming home with me tonight

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you

You've been runnin' round, runnin' round, runnin' round throwing that dirt all on my name
'Cause you knew that I, knew that I, knew that I'd call you up
Baby, now that we're, now that we're, now that we're right here standing face to face
You already know, already know, already know that you won
Oh

I know that dress is karma (dress is karma), perfume regret
You got me thinking 'bout when you were mine
(You got me thinking 'bout when you were mine)
And now I'm all up on ya (all up on ya), what you expect
(Oh baby)
But you're not coming home with me tonight (oh no)

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you
Oh

What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh? (What are you doin'?)
What are you doin' to me?
What are you doin', huh?

I know that dress is karma, perfume regret
You got me thinking 'bout when you were mine
And now I'm all up on ya, what you expect
But you're not coming home with me tonight

You just want attention
You don't want my heart
Maybe you just hate the thought of me with someone new
Yeah, you just want attention
I knew from the start
You're just making sure I'm never gettin' over you
(Over you)

What are you doin' to me? (hey)
What are you doin', huh? (What are you doin', what?)
What are you doin' to me?
What are you doin', huh? (Yeah, you just want attention)
What are you doin' to me? (I knew from the start)
What are you doin' huh?
(You're just making sure I'm never gettin' over you)
What are you doin' to me?
What are you doin', huh?",Attention,"[{'score': 0.582015, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
45,Voicenotes,Charlie Puth,"Alright
Ooh, yeah

I'll admit, I was wrong, what else can I say, girl?
Can't you play my head and not my heart?
I was drunk, I was gone, that don't make it right, but
I promise there were no feelings involved, mmh

She said, ""Boy, tell me honestly
Was it real or just for show?"", yeah
She said, ""Save your apologies
Baby, I just gotta know""

How long has this been goin' on?
You been creepin' 'round on me
While you callin' me ""baby""
How long has this been goin' on?
You been actin' so shady (shady)
I've been feelin' it lately, baby

Ooh-oh (yeah)
Ooh-oh (encore)
Ooh-ooh-oh

I'll admit, it's my fault, but you gotta believe me
When I say it only happened once, mmh
I tried, and I tried, but you'll never see that
You're the only I wanna love, oh, yeah

She said ""Boy, tell me honestly"" (honestly)
""Was it real or just for show?"", yeah (real or just for show?)
She said, ""Save your apologies"" (apologies, yeah)
""Baby, I just gotta know""

How long has this been goin' on?
You been creepin' 'round on me (on me)
While you callin' me ""baby"" (baby)
How long has this been goin' on?
You been actin' so shady (shady)
I've been feelin' it lately (lately), baby

Ooh-oh (yeah)
Ooh-oh (encore)
Ooh-ooh-oh
How long has this been goin' on, baby?
Ooh-oh (yeah)
Ooh-oh, you gotta go tell me now
Ooh-ooh-oh

She said, ""Boy, tell me honestly
Was it real or just for show?"", yeah
She said, ""Save your apologies
Baby, I just gotta know""

How long has this been goin' on? (on, on)
You been creepin' 'round on me (on me)
While you callin' me ""baby"" (baby)
How long has this been goin' on?
You been actin' so shady (shady)
I've been feelin' it lately (lately), baby

(Ooh-oh, yeah)
How long has this been goin' on?
(Ooh, encore)
You've been creepin' 'round on me
(Ooh-ooh-oh)
How long has it been goin' on, baby? Oh
(Ooh-oh)
How long has this been goin' on?
(Ooh, encore)
(You gotta go tell me now)
(Ooh-ooh-oh)
You've been actin' so shady (shady)
I've been feelin' it lately, baby",How Long,"[{'score': 0.730788, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
46,Voicenotes,Charlie Puth,"What you thinking?
You think that you could be better off with somebody new
(No oh oh baby, no)
You say you're leaving
Well if you wanna leave there ain't nobody stopping you
(No oh oh baby, no)

I won't beg for your love, won't say please
I won't fall to the ground on my knees
You know I've given this everything
Baby, honestly
Baby, honestly

I lie for you baby
Die for you baby
Cry for you baby
But tell me what you've done for me
For you baby
And only you baby
The things I do baby
But tell me what you've done for me

I never cheated
Deleted everyone 'cause they made you uncomfortable
(No oh oh baby, no)
These accusations
I can't apologize for something that I didn't do
(No oh oh baby, no)

I won't beg for your love, won't say please (baby, I won't say please)
I won't fall to the ground on my knees (on my knees)
You know I've given this everything (oh oh)
Baby, honestly (baby, honestly)
Baby, honestly (oh oh)

I lie for you baby
Die for you baby
Cry for you baby
But tell me what you've done for me
For you baby
And only you baby
The things I do baby
But tell me what you've done for me

(Tell me what you've done for me)
Oh tell me what you've done for me
(Now tell me what you've done for me)
Now tell me what you've done for me

You know I've given this everything
Baby, honestly
Baby, honestly

I lie for you baby
Die for you baby
Cry for you baby
But tell me what you've done for me
For you baby
And only you baby
The things I do baby
But tell me what you've done for me

I lie for you baby
Die for you baby
Cry for you baby
But tell me what you've done for me
For you baby
And only you baby
The things I do baby
But tell me what you've done for me

(Tell me what you've done for me)
Oh tell me what you've done for me
(Now tell me what you've done for me)
Now tell me what you've done for me",Done For Me (feat. Kehlani),[]
47,Voicenotes,Charlie Puth,"These mistakes I made my fair share
When you needed me, I wasn't there
I was young, I was dumb, I was so immature
And the things that I did made you so insecure
But baby I'm still your man I swear

Please be patient with me
Please be patient with me
I know I'm not what you need
But baby I'm gonna be
So please be patient with me

Is it too much that I'm asking for
Can we start over, can we end this war
I've been taking your love, I've been wasting your time
But is there still a chance of me changing your mind
Before you go walking out the door

Oh you know I'm not perfect
If you leave I deserve it
But baby all I'm asking you is please, please

Please be patient with me
Please be patient with me
I know I'm not what you need
But baby I'm gonna be
So please be patient with me

Oh you don't wanna wait another minute
You don't wanna wait another night
Just trust me, just trust me
Just trust me baby
You don't wanna wait another minute
No, you don't wanna wait another night
Just trust me, just trust me
Just trust me baby

Please be patient with me
Please be patient with me
I know I'm not what you need
But baby I'm gonna be so
Please be patient with me

Please be patient with me
Please be patient with me, yeah
I know I'm not what you need
But baby I'm gonna be so
Please be patient with me",Patient,"[{'score': 0.63779, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.715454, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
48,Voicenotes,Charlie Puth,"No, this is not goodbye
I swear that I'm gonna change
No, baby, please don't cry
It doesn't have to end this way

'Cause when I think of all the nights I'll be alone
I get terrified
Please don't say goodbye

'Cause girl, if you leave me now
If you give it up and just walk right out
You will take the biggest part of me
And all the things that I believe
Baby, if you leave me now (yeah)

When did we lose our way?
My whole world was unraveling
And girls driving me insane
There's no road for the traveling

When I think about all of the nights you're gone (nights you're gone, oh)
I get terrified (I get terrified)
Please don't say goodbye (bye)

'Cause girl, if you leave me now
If you give it up and just walk right out (oh)
You will take the biggest part of me
And all the things that I believe
Baby, if you leave me now
Oh, baby, if you leave me now

Oh, I can promise if we parted (parted)
And if you left me brokenhearted
Every single night, I'll think about you with someone else
Baby, if you leave me

Baby, if you leave me now
If you give it up and just walk right out (oh)
You will take the biggest part of me
And all the things that I believe
Baby if you leave me now
Oh girl, if you leave me now
If you give it up and just walk right out
You will take the biggest part of me
And all the things that I believe
Baby, if you leave me now
Oh, baby, if you leave me now",If You Leave Me Now (feat. Boyz II Men),"[{'score': 0.695081, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
49,Voicenotes,Charlie Puth,"I got these girls tryna lock me down
And I always up and leave
But for the first time in a while
I wanna throw away the key
And I know you've been in
A couple more relationships than me
'Cause you talk a different talk
And you kiss me differently

Now I don't know where to go
After you left me this way
After you love me so good
How are you gonna tell me you don't wanna stay?

You tell me I'm too young, but
I gave you what you wanted
Baby, how dare you treat me just like
Like a boy
You won't wake up beside me
'Cause I was born in the '90s
Baby, how dare you treat me just like
Like a boy (don't treat me like)
Boy (don't treat me like)
Boy

You told me you needed a perfect guy
That'll make your parents proud
Guess you still ain't found him yet (why?)
'Cause we're still messin' around (oh)
And now you watch me put in all this work
Just to say it won't work out (work out)
You never took me seriously (took me seriously)
Now what the hell is that about?

Now I don't know where to go
(After you left me this)
After you left me this way
(After you love me so)
After you love me so good
How are you gonna tell me you don't wanna stay?

You tell me I'm too young, but (young, but)
I gave you what you wanted (wanted)
Baby, how dare you treat me just like
Like a boy
You won't wake up beside me (beside me)
'Cause I was born in the '90s (in the '90s)
Baby, how dare you treat me just like (just like)
Like a boy (don't treat me like)
Boy (don't treat me like)
Boy
Baby don't you treat me like a boy
Boy (don't treat me like)
Boy (don't treat me like)
Boy

You tell me I'm too young, but (young, but)
I gave you what you wanted (what you wanted)
Baby, how dare you treat me just like
Like a boy
You won't wake up beside me (beside me)
'Cause I was born in the '90s (in the '90s)
Baby, how dare you treat me just like
Like a boy (don't treat me like)
Boy (don't treat me like)
Boy
Baby don't you treat me like a boy
Boy (don't treat me like)
Boy (don't treat me like)
Boy

Just like, like a boy
Just like, like a boy",BOY,"[{'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
50,Voicenotes,Charlie Puth,"I've got a situation, this girl been stressing
Saying she better be the only one
My life is complicated, she's only 23
I'm not the guy that she's supposed to love

Oh the more that I tell her I'm not staying over
The harder she makes it to go
Oh the more that I try to convince her this won't work
The faster she takes off her clothes

Girl you've gotta slow it down
I'm not tryna fall for you
Girl you've gotta slow it down
I can't give it all to you
Even though I want to

She knows just what she doing
She fucking with my head
Wrapping her legs so tight around my waist
Still in the afternoon but
We still ain't out of bed
No matter what she always gets her way

Oh the more that I tell her I'm not staying over
The harder she makes it to go
Oh the more that I try to convince her this won't work
The faster she takes off her clothes

Girl you've gotta slow it down
I'm not tryna fall for you
Girl you've gotta slow it down
I can't give it all to you
Even though I want to
Even though I want to

You've got to slow it, slow it down
You've got to slow it down
You don't know what you doing to me now
You've got to slow it, slow it down
You've got to slow it down
Oh, ah

Girl you've gotta slow it down
I'm not tryna fall for you
Girl you've gotta slow it down
I can't give it all to you
Even though I want to
Girl you've gotta slow it down, yeah, yeah",Slow It Down,"[{'score': 0.697659, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
51,Voicenotes,Charlie Puth,"Why are we looking down
On our sisters and brothers?
Isn't love, all that we got?
Don't we know everyone's
Got a father and mother?
The day we know we're all the same
Together we can make that change

Look around there are too many of us crying
And not enough love to go around
What a waste, another day
Another good one dying
But I know that the world will change
The day we know we're all the same

Why can't we just get along?
If loving one another's wrong
Then how are we supposed to
Get close to each other?
We gotta make that change, yeah
Why can't we just get along?

What a waste it would be to deny somebody
Of a chance to be theirselves
What a waste it would be if we hurt for nothing?
But I know that the world can change
The day we know we're all the same

Why can't we just get along?
If loving one another's wrong
Then how are we supposed to
Get close to each other?
We gotta make that change, yeah

I know we could break apart
We don't have to go that way
Not today

Why can't we just get along?
If loving one another's wrong
Then how are we supposed to
Get close to yeah
Why can't we just get along?
If loving one another's wrong
Then how are we supposed to
Get close to each other?
We gotta make that change, yeah

The change, yeah",Change (feat. James Taylor),"[{'score': 0.651565, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.924177, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
52,Voicenotes,Charlie Puth,"I was just with you on your birthday
And I met your whole family
But on the way home you kept looking at your phone
Couldn't help but ask ""Who is that babe?""
And the way you said ""Nobody""
I knew the rumors, they were more than just rumors

Maybe I should have noticed
You were just half in love
Maybe I should have noticed
That I'm not the only one

Somebody told me that you
Got another lover you've been giving it to
Can't believe I believed you, you were my girl
Somebody saw you with him
Now you're tryna tell me that it's only a friend
Can't believe I believed it, you were my girl

(Ooh, ooh)
(Ooh, ooh-ooh-ooh)

Lately you've been making excuses
And the stories ain't adding up
But I just complied when you looked into my eyes
Every time that I tried to confront you
There's always somewhere you've gotta run to
The warning signs, they were more than just warning signs

Maybe I should have noticed
You were just half in love
Maybe I should have noticed
That I'm not the only one

('Cause) Somebody told me that you
Got another lover you've been giving it to
Can't believe I believed you, you were my girl
Somebody saw you with him
Now you're tryna tell me that it's only a friend
Can't believe I believed it, you were my girl

(Ooh, ooh)
(Ooh, ooh-ooh-ooh)
You were my girl

Baby I should have noticed
You were just half in love
Baby I should have noticed
That I'm not the only one
You were my girl, yeah

Maybe I should have noticed
That I'm not the only one

Somebody told me that you
Got another lover you've been giving it to
Can't believe I believed you, you were my girl
Somebody saw you with him
Now you're tryna tell me that it's only a friend
Can't believe I believed it, you were my girl

(Ooh, ooh)
(Ooh, ooh-ooh-ooh)
You were my girl

Baby I should have noticed
You were just half in love
Baby I should have noticed
That I'm not the only one
You were my girl",Somebody Told Me,"[{'score': 0.965967, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
53,Voicenotes,Charlie Puth,"Ooh, the way that you dance on me makes me not wanna leave
You wanna go upstairs but you don't wanna sleep
All right now, we're in the rhythm
Your boyfriend's no competition
Turn off your phone and blame it on your battery
Hey!

Oh oh oh oh, we're gettin' real real close
Oh oh oh oh, can't let this moment go

Hands on your body like there's no one at the party, just me and you
And these empty cups
If you wanna like I wanna, let me take it to another room
So it's only us
Turn that television up
So nobody can listen
Hands on your body like there's no one at the party, just me and you
And these empty cups

Ooh, girl do you think they'll notice if we slip away
Maybe tomorrow they'll all have something to say
All right now, we're in the rhythm
We don't need no one's permission
End of the night don't mean we gotta separate, whoa

Oh oh oh oh, we're gettin' real real close
Oh oh oh oh, can't let this moment go

Hands on your body like there's no one at the party, just me and you (me and you)
And these empty cups
If you wanna like I wanna, let me take it to another room (another room)
So it's only us
Turn that television up
So nobody can listen
Hands on your body like there's no one at the party, just me and you (me and you)
And these empty cups

All of these empty cups, baby
All of these empty cups

Oh oh oh oh, we're gettin' real real close
Oh oh oh oh, can't let this moment go

Hands on your body like there's no one at the party, just me and you (me and you)
And these empty cups
If you wanna like I wanna, let me take it to another room (another room)
So it's only us
Turn that television up
So nobody can listen
Hands on your body like there's no one at the party, just me and you (me and you)
And these empty cups

Hands on your body like there's no one at the party, just me and you
And these empty cups
If you wanna like I wanna, let me take it to another room (oh baby)
Like it's only us
Turn that television up
So nobody can listen
Hands on your body like there's no one at the party, just me and you
And these empty cups",Empty Cups,"[{'score': 0.674494, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.635519, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
54,Voicenotes,Charlie Puth,"You could say I lived a crazy life for a man so young
The kind that made me question my faith
Now I'm looking back just wondering where the time has gone
But I guess it's just the price you pay
I've already loved more than I thought I could love someone
I've already felt my heart break (yeah)
I've already fell so many times, but I got back up
But at least I did it all my way

I've been through it all
Yeah, I've been through it all
Yeah, you won't see me crying if tomorrow never comes
God only knows, I've been through it all

Growing up in this wild city, you had to fight or run
Now you know why I'm not afraid, yeah
Maybe it's my recklessness that got me in trouble
But at least I did it all my way

I've been through it all
Yeah, I've been through it all
Yeah, you won't see me crying if tomorrow never comes
God only knows, I've been through it all

Ooh, ooh-ooh, ooh-ooh, ooh-ooh
Yeah, I've been through it all
Ooh, ooh-ooh, ooh-ooh, ooh-ooh
Yeah, yeah, oh, mmm-mmm, mmm-mmm

I've been through it all
Yeah, I've been through it all
Yeah, you won't see me crying if tomorrow never comes
God only knows, I've been through it all
You won't see me crying if tomorrow never comes
God only knows, I've been through it all",Through It All,"[{'score': 0.53841, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.820709, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
55,Nine Track Mind (Deluxe),Charlie Puth,"I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Call me, baby, if you need a friend
I just wanna give you love
C'mon, c'mon, c'mon
Reaching out to you, so take a chance
No matter where you go, you know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

Come along with me, and don't be scared
I just wanna set you free
C'mon, c'mon, c'mon
You and me can make it anywhere
For now, we can stay here for a while, ay
'Cause you know, I just wanna see you smile
No matter where you go, you know you're not alone

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away

And when you're weak, I'll be strong
I'm gonna keep holdin' on
Now don't you worry, it won't be long
Darling, and when you feel like hope is gone,
Just run into my arms

I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one, I'm only one call away
I'll be there to save the day
Superman got nothing on me
I'm only one call away
I'm only one call away",One Call Away,"[{'score': 0.779803, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
56,Nine Track Mind (Deluxe),Charlie Puth,"This is gonna hurt but I blame myself first, 'cause I ignored the truth
Drunk off that love, my head up, there's no forgetting you
You've awoken me, but you're choking me, I was so obsessed
Gave you all of me, and now honestly I've got nothing left

I loved you dangerously
More than the air that I breathe
Knew we would crash at the speed that we were going
Didn't care if the explosion ruined me
Baby I loved you dangerously
I loved you dangerously

Usually I hold the power with both my hands tied behind my back
Look at how things change, cause now you're the train, and I'm tied to the track
You've awoken me, but you're choking me, I was so obsessed
Gave you all of me, and now honestly I've got nothing left

'Cause I loved you dangerously
More than the air that I breathe
Knew we would crash at the speed that we were going
Didn't care if the explosion ruined me
Baby I loved you dangerously

You took me down, down, down, down
And kissed my lips quick goodbye
I see you now, now, now, now
It was a matter of time
You know I know, there's only one place this could lead
But you are the fire, I'm gasoline

I love you, I love you, I love you, I loved you dangerously
More than the air that I breathe
Oh now, I knew we would crash at the speed that we were going
Didn't care if the explosion ruined me
Oh, oh baby I loved you dangerously

Oh, I loved you dangerously
Oh, oh, I loved you dangerously",Dangerously,"[{'score': 0.514298, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
57,Nine Track Mind (Deluxe),Charlie Puth,"Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on

We got this king size to ourselves
Don't have to share with no one else
Don't keep your secrets to yourself
It's Kama Sutra show and tell, yeah

Woah, there's lovin' in your eyes
That pulls me closer (Oh, it pulls me closer)
It's so subtle (It's so subtle), I'm in trouble (I'm in trouble)
But I'd love to be in trouble with you 

Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on

You got to give it up to me
I'm screaming, mercy, mercy, please
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on

And when you leave me all alone
I'm like a stray without a home
I'm like a dog without a bone
I just want you for my own
I got to have you, babe

Woah, there's lovin' in your eyes 
That pulls me closer (Oh, it pulls me closer)
It's so subtle (It's so subtle), I'm in trouble (I'm in trouble)
But I'd rather be in trouble with you 

Let's Marvin Gaye and get it on
Ooh, babe, I got that healing that you want, yeah
Like they say it in the songs
Until the dawn
Let's Marvin Gaye and get it on

Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on, babe

You got to give it up to me
I'm screaming mercy, mercy, please
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on
Just like they say it in the song
Until the dawn
Let's Marvin Gaye and get it on, ooh",Marvin Gaye (feat. Meghan Trainor),"[{'score': 0.761947, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.779562, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
58,Nine Track Mind (Deluxe),Charlie Puth,"I'm run, yeah, oh yeah
I'm run, yeah like my mind

It's funny how I got just exactly what I want
I'll try to have fun some other time
I thought money was enough, it's just a temporary rush
I'll try to go find some other high

Don't know why I wanna make it even harder
But I'm not the kind of man to take the easy road

So much to do and not enough time
Not enough time, oh I got
So much to lose, I'm losing my mind
I'm losing my mind, oh my mind
I'm run, yeah, I'm run, yeah
I'm run, yeah like my mind

I'm sorry that I'm not there to give you what you want
I'll think about us some other time
And I'm sorry that I can't be the perfect type of man
I'll think about us some other time

Don't know why I wanna make it even harder
I'm not the kind of man to take the easy road

I got so much to do and not enough time
Not enough time, oh I got
So much to lose, I'm losing my mind
I'm losing my mind, oh my mind
Nothing to lose, nothing to lose
I'm losing my mind, I'm losing my mind
Nothing to lose, nothing to lose
I'm losing my mind, I'm losing my mind, oh my mind
I'm run, yeah, I'm run, yeah
I'm run, yeah like my mind
I'm run, yeah, I'm run, yeah
I'm run, yeah like my mind

I got so much to do and not enough time
Not enough time, oh I got
So much to lose, I'm losing my mind
I'm losing my mind, oh my mind
Nothing to lose, nothing to lose
I'm losing my mind, I'm losing my mind
Nothing to lose, nothing to lose
I'm losing my mind, I'm losing my mind, oh my mind",Losing My Mind,"[{'score': 0.890514, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
